class,order,family,genus,species,common_name,count_train,count_validation,count_test
Aves,Galliformes,Phasianidae,Meleagris,ocellata,Ocellated Turkey,3344,359,0
Mammalia,Primates,Cercopithecidae,Chlorocebus,pygerythrus,Vervet Monkey,3325,912,0
Mammalia,Rodentia,Sciuridae,Urocitellus,beldingi,Belding's Ground Squirrel,3313,252,0
Aves,Galliformes,Cracidae,Penelope,superciliaris,Rusty-margined Guan,3283,834,66
Mammalia,Carnivora,Mustelidae,Arctonyx,collaris,Greater Hog Badger,3279,266,0
Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma Wallaby,3258,131,1761
Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,Red-tailed Squirrel,3253,249,0
Mammalia,Carnivora,Eupleridae,Fossa,fossana,Spotted Fanaloka,3239,595,0
Mammalia,Rodentia,Sciuridae,Sciurus,,Sciurus Species,3223,241,40
Aves,Passeriformes,Icteridae,Sturnella,neglecta,Western Meadowlark,3153,276,0
Mammalia,Carnivora,Eupleridae,Cryptoprocta,ferox,Fossa,3108,180,1
Aves,Struthioniformes,Tinamidae,Crypturellus,variegatus,Variegated Tinamou,3107,193,4
Aves,Columbiformes,Columbidae,,,Columbidae Family,3096,231,25
Mammalia,Carnivora,Felidae,Leopardus,wiedii,Margay,3074,579,102
Mammalia,Primates,Hominidae,Gorilla,gorilla,Western Gorilla,3017,261,19
Aves,Galliformes,Cracidae,Ortalis,canicollis,Chaco Chachalaca,2965,149,0
Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,udzungwensis,Grey-faced Sengi,2944,227,0
Aves,Anseriformes,Anhimidae,Chauna,torquata,Southern Screamer,2941,0,0
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,oryx,Common Eland,2916,76,0
Mammalia,Carnivora,Procyonidae,Potos,flavus,Kinkajou,2913,1058,0
Aves,Passeriformes,Corvidae,Corvus,corone,Carrion Crow,2885,77,29
Aves,Passeriformes,Rhipiduridae,Rhipidura,leucophrys,Willie Wagtail,2885,26,3
Aves,Gruiformes,Psophiidae,Psophia,,Psophia Species,2877,0,2631
Mammalia,Rodentia,Echimyidae,Isothrix,barbarabrownae,Barbara Brown's Brush-tailed Rat,2862,242,0
Reptilia,Squamata,Varanidae,Varanus,varius,Lace Monitor,2846,122,41
Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted Hyaena,2842,533,0
Aves,Anseriformes,Anatidae,Aix,sponsa,Wood Duck,2824,313,0
Mammalia,Rodentia,Cuniculidae,Cuniculus,taczanowskii,Mountain Paca,2800,187,0
Aves,Galliformes,Odontophoridae,Odontophorus,gujanensis,Marbled Wood-quail,2798,144,0
Aves,Columbiformes,Columbidae,Columba,palumbus,Common Woodpigeon,2773,236,20
Mammalia,Cetartiodactyla,Bovidae,,,Bovidae Family,2698,712,564
Mammalia,Carnivora,Mustelidae,Martes,flavigula,Yellow-throated Marten,2694,249,6
Aves,Galliformes,Odontophoridae,Callipepla,californica,California Quail,2686,79,40
Mammalia,Carnivora,Felidae,Caracal,aurata,African Golden Cat,2682,335,226
Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,2666,259,0
Mammalia,Rodentia,Sciuridae,Rheithrosciurus,macrotis,Tufted Ground Squirrel,2610,214,0
Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Carolina Flying Squirrel,2584,209,78
Aves,Pelecaniformes,Ardeidae,Bubulcus,ibis,Cattle Egret,2560,201,0
Aves,Procellariiformes,Procellariidae,Pterodroma,defilippiana,Masatierra Petrel,2558,3620,0
Mammalia,Cetartiodactyla,Suidae,Phacochoerus,africanus,Common Warthog,2531,129,0
Mammalia,Rodentia,Muridae,Rattus,exulans,Polynesian Rat,2521,0,0
Mammalia,Cetartiodactyla,Tayassuidae,,,Peccary Family,2518,141,633
Mammalia,Diprotodontia,Macropodidae,Macropus,dorsalis,Black-striped Wallaby,2505,0,0
Aves,Passeriformes,Corvidae,Pica,pica,Common Magpie,2503,202,0
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Spotted-tailed Quoll,2493,114,439
Mammalia,Carnivora,Viverridae,Genetta,,Genetta Species,2460,467,2
Mammalia,Primates,Cebidae,Sapajus,cay,Azaras's Capuchin,2459,494,0
Mammalia,Cetartiodactyla,Cervidae,Rangifer,tarandus,Reindeer,2452,326,404
Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Great Blue Heron,2451,407,11
Aves,Passeriformes,Turdidae,,,Turdidae Family,2450,381,0
Aves,Galliformes,Odontophoridae,Callipepla,gambelii,Gambel's Quail,2441,71,0
Aves,Passeriformes,Corvidae,Garrulus,glandarius,Jay,2436,222,14
Mammalia,Rodentia,Sciuridae,Paraxerus,vexillarius,Svynnerton's Bush Squirrel,2436,56,0
Aves,Gruiformes,Rallidae,Himantornis,haematopus,Nkulengu Rail,2418,37,0
Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern Tamandua,2370,242,726
Mammalia,Carnivora,Canidae,,,Canine Family,2343,196,510
Mammalia,Rodentia,Sciuridae,Sciurus,igniventris,Northern Amazon Red Squirrel,2340,207,6
Aves,Cariamiformes,Cariamidae,Cariama,cristata,Red-legged Seriema,2339,463,0
Aves,Galliformes,Cracidae,Penelope,,Penelope Species,2294,124,390
Mammalia,Cetartiodactyla,Bovidae,Bison,,Bison Species,2286,920,0
Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,violaceus,Satin Bowerbird,2264,229,1332
Aves,Galliformes,Phasianidae,Tragopan,temminckii,Temminck's Tragopan,2233,392,0
Mammalia,Primates,,,,Primate,2224,354,34
Mammalia,Rodentia,Sciuridae,Protoxerus,stangeri,African Giant Squirrel,2199,375,1362
Mammalia,Cetartiodactyla,Cervidae,Axis,axis,Chital,2196,806,0
Aves,Pelecaniformes,Threskiornithidae,Mesembrinibis,cayennensis,Green Ibis,2188,93,46
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,iacki,Iack's Red-rumped Agouti,2165,154,0
Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush,2164,357,0
Mammalia,Carnivora,Canidae,Lycalopex,griseus,Argentine Gray Fox,2126,62,2
Mammalia,Carnivora,Canidae,Atelocynus,microtis,Short-eared Dog,2114,527,804
Aves,Passeriformes,Corvidae,Corvus,frugilegus,Rook,2104,0,0
Mammalia,Rodentia,Echimyidae,Proechimys,,Proechimys Species,2098,63,0
Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,Tome's Spiny Rat,2096,403,0
Mammalia,Perissodactyla,Equidae,Equus,hemionus,Asiatic Wild Ass,2059,4,0
Mammalia,Cetartiodactyla,Suidae,Sus,ahoenobarbus,Palawan Bearded Pig,2051,6,27
Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Crocodile,2048,0,0
Mammalia,Rodentia,Hystricidae,Atherurus,macrourus,Asiatic Brush-tailed Porcupine,2021,617,233
Aves,Cuculiformes,Cuculidae,Geococcyx,californianus,Greater Roadrunner,2015,339,0
Mammalia,Cetartiodactyla,Bovidae,Capra,ibex,Alpine Ibex,2008,0,0
Mammalia,Rodentia,Cricetidae,Ondatra,zibethicus,Muskrat,2003,104,23
Aves,Passeriformes,Turdidae,Turdus,,Turdus Species,2002,101,0
Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Common Cusimanse,1998,149,0
Mammalia,Didelphimorphia,Didelphidae,Philander,opossum,Gray Four-eyed Opossum,1960,250,957
Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain Tapir,1958,190,0
Aves,Columbiformes,Columbidae,Chalcophaps,indica,Common Emerald Dove,1952,115,26
Aves,Gruiformes,Rallidae,Fulica,americana,American Coot,1941,21,0
Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,Fire-footed Rope Squirrel,1940,22,3
Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Common Water Rat,1939,88,0
Mammalia,Cetartiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus,1937,927,0
Aves,Passeriformes,Alaudidae,Eremophila,alpestris,Horned Lark,1936,18,15
Mammalia,Carnivora,Felidae,Felis,silvestris,Wild Cat,1929,349,123
Aves,Piciformes,Picidae,Colaptes,auratus,Northern Flicker,1904,128,16
Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Grey Jay,1899,41,23
Mammalia,Peramelemorphia,,,,Bandicoot,1897,106,11
Mammalia,Carnivora,Mustelidae,Martes,martes,Pine Marten,1897,252,64
Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock Hyrax,1894,104,0
Aves,Cuculiformes,Cuculidae,Coua,serriana,Red-breasted Coua,1892,68,0
Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain Cottontail,1883,105,0
Aves,Galliformes,Phasianidae,Alectoris,chukar,Chukar,1866,221,0
Aves,Columbiformes,Columbidae,Zenaida,macroura,Mourning Dove,1852,67,1
Mammalia,Rodentia,Sciuridae,Funisciurus,carruthersi,Carruther's Mountain Squirrel,1848,228,349
Aves,Galliformes,Phasianidae,Rollulus,rouloul,Crested Partridge,1829,174,51
Mammalia,Rodentia,Sciuridae,Sciurus,spadiceus,Southern Amazon Red Squirrel,1818,165,66
Aves,Passeriformes,Icteridae,Quiscalus,quiscula,Common Grackle,1802,457,11
Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Crab-eating Raccoon,1801,111,251
Aves,Passeriformes,Cinclosomatidae,Cinclosoma,punctatum,Spotted Quail-thrush,1800,141,11
Mammalia,Carnivora,Canidae,Canis,adustus,Side-striped Jackal,1793,240,275
Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Steller's Jay,1738,281,95
Mammalia,Rodentia,Muridae,Rattus,fuscipes,Bush Rat,1718,374,27
Mammalia,Carnivora,Felidae,Lynx,pardinus,Iberian Lynx,1711,54,0
Mammalia,Cetartiodactyla,Bovidae,Ovis,canadensis,Bighorn Sheep,1699,887,0
Aves,Procellariiformes,Procellariidae,Ardenna,creatopus,Pink-footed Shearwater,1698,0,0
Aves,Galliformes,Phasianidae,Pternistis,nobilis,Handsome Francolin,1691,58,40
Mammalia,Carnivora,Procyonidae,Bassaricyon,alleni,Eastern Lowland Olingo,1690,294,0
Mammalia,Cetartiodactyla,Bovidae,Bos,,Bos Species,1682,133,0
Aves,Struthioniformes,Casuariidae,Dromaius,novaehollandiae,Emu,1680,10,0
Mammalia,Cetartiodactyla,Cervidae,Dama,mesopotamica,Persian Fallow Deer,1680,16,0
Mammalia,Rodentia,Hystricidae,Hystrix,cristata,Crested Porcupine,1676,317,0
Mammalia,Carnivora,Canidae,Vulpes,velox,Swift Fox,1674,270,1386
Aves,Galliformes,Phasianidae,Alectoris,rufa,Red-legged Partridge,1674,221,0
Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,validus,Eastern Tree Hyrax,1673,66,0
Mammalia,Carnivora,Felidae,Herpailurus,yagouaroundi,Jaguarundi,1668,188,73
Mammalia,Cetartiodactyla,Bovidae,Hippotragus,niger,Sable Antelope,1664,42,0
Mammalia,Cetartiodactyla,Camelidae,Lama,guanicoe,Guanaco,1661,611,0
Aves,Falconiformes,Falconidae,Caracara,plancus,Southern Caracara,1613,38,0
Mammalia,Carnivora,Mustelidae,Gulo,gulo,Wolverine,1608,218,108
Aves,Charadriiformes,Turnicidae,Turnix,varius,Painted Button-quail,1594,280,33
Mammalia,Carnivora,Viverridae,Civettictis,civetta,African Civet,1593,631,212
Mammalia,Carnivora,Felidae,Felis,,Felis Species,1588,192,577
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled Hare-wallaby,1576,240,0
Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Eastern Woodrat,1567,20,0
Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American Pika,1564,266,0
Aves,Passeriformes,Muscicapidae,Kittacincla,nigra,White-vented Shama,1552,382,4
Mammalia,Primates,Cercopithecidae,Macaca,leonina,Northern Pig-tailed Macaque,1543,440,0
Mammalia,Carnivora,Mustelidae,Martes,foina,Beech Marten,1536,369,96
Mammalia,Carnivora,Herpestidae,Herpestes,naso,Long-nosed Mongoose,1517,73,32
Aves,Accipitriformes,Accipitridae,Buteogallus,urubitinga,Great Black Hawk,1506,58,130
Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan Colobus,1487,0,0
Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden Snub-nosed Monkey,1485,69,0
Mammalia,Primates,Cercopithecidae,Semnopithecus,dussumieri,Southern Plains Gray Langur,1483,167,0
Aves,Coraciiformes,Alcedinidae,Dacelo,novaeguineae,Laughing Kookaburra,1479,159,308
Mammalia,Rodentia,Sciuridae,Neotamias,sonomae,Sonoma Chipmunk,1446,21,0
Aves,Galliformes,Phasianidae,Peliperdix,lathami,Forest Francolin,1444,43,0
Aves,Galliformes,Megapodiidae,Megapodius,cumingii,Philippine Scrubfowl,1433,0,7
Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Ringtail,1432,67,495
Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh Rabbit,1428,144,0
Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped Mangabey,1415,2,3068
Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed Goose,1409,0,0
Aves,Gruiformes,,,,Gruiformes Order,1388,1133,182
Aves,Columbiformes,Columbidae,Geopelia,cuneata,Diamond Dove,1387,25,0
Aves,Passeriformes,Menuridae,Menura,,Menura Species,1386,0,0
Aves,Passeriformes,Formicariidae,Chamaeza,nobilis,Striated Antthrush,1357,23,0
Aves,Passeriformes,Turdidae,Zoothera,lunulata,Bassian Thrush,1356,108,522
Mammalia,Carnivora,Mustelidae,Lontra,canadensis,North American River Otter,1354,93,15
Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Northern Cardinal,1352,167,36
Mammalia,Rodentia,Sciuridae,Dremomys,rufigenis,Red-cheeked Squirrel,1347,55,174
Aves,Procellariiformes,Procellariidae,Pterodroma,phaeopygia,Galapagos Petrel,1338,0,0
Aves,Struthioniformes,Tinamidae,Crypturellus,cinereus,Cinereous Tinamou,1315,107,339
Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern Brown Bandicoot,1312,9,0
Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled Bear,1304,182,0
Mammalia,Rodentia,Nesomyidae,Nesomys,rufus,Eastern Red Forest Rat,1296,221,0
Aves,Passeriformes,Corvidae,Aphelocoma,californica,California Scrub-Jay,1296,134,1
Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous Bettong,1275,4,0
Mammalia,Primates,Cebidae,Cebus,albifrons,Humboldt's White-fronted Capuchin,1267,41,68
Aves,Galliformes,Phasianidae,Centrocercus,urophasianus,Greater Sage Grouse,1265,13,7
Aves,Passeriformes,Psophodidae,Psophodes,olivaceus,Eastern Whipbird,1264,91,47
Aves,Galliformes,Phasianidae,Lophophorus,lhuysii,Chinese Monal,1258,147,0
Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,Marsh Mongoose,1251,186,74
Mammalia,Carnivora,Mustelidae,Mellivora,capensis,Honey Badger,1237,136,0
Aves,Passeriformes,Corvidae,Nucifraga,columbiana,Clark's Nutcracker,1220,0,0
Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,Grey-crowned Rosy-Finch,1218,117,0
Aves,Galliformes,Phasianidae,,,Phasianidae Family,1206,92,111
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,Common Ringtail Possum,1194,97,275
Mammalia,Carnivora,Canidae,Canis,rufus,Red Wolf,1191,18,0
Mammalia,Didelphimorphia,Didelphidae,Caluromys,lanatus,Brown-eared Woolly Opossum,1178,60,0
Aves,Galliformes,Numididae,Numida,meleagris,Helmeted Guineafowl,1177,82,0
Mammalia,Rodentia,Muridae,Leopoldamys,sabanus,Long-tailed Giant Rat,1166,124,0
Mammalia,Cetartiodactyla,Tragulidae,Hyemoschus,aquaticus,Water Chevrotain,1160,0,2306
Aves,Galliformes,Phasianidae,Coturnix,,Quail Species,1153,22,5
Mammalia,Cetartiodactyla,Camelidae,Vicugna,,Vicugna Species,1148,0,0
Aves,Passeriformes,Passerellidae,Zonotrichia,leucophrys,White-crowned Sparrow,1138,99,0
Aves,Pelecaniformes,Ardeidae,Tigrisoma,lineatum,Rufescent Tiger-heron,1138,12,68
Mammalia,Rodentia,Sciuridae,Sciurus,ignitus,Bolivian Squirrel,1136,81,0
Mammalia,Carnivora,Mephitidae,Mephitis,macroura,Hooded Skunk,1133,11,0
Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered Hawk,1125,63,274
Aves,Galliformes,Phasianidae,Bonasa,umbellus,Ruffed Grouse,1123,142,10
Aves,Caprimulgiformes,Caprimulgidae,,,Caprimulgidae Family,1113,29,0
Aves,Charadriiformes,Laridae,Larus,canus,Mew Gull,1111,0,0
Mammalia,Carnivora,Viverridae,Viverra,zibetha,Large Indian Civet,1108,240,0
Mammalia,Cetartiodactyla,Cervidae,Mazama,nana,Brazilian Dwarf Brocket,1105,20,0
Mammalia,Perissodactyla,Equidae,Equus,,Equus Species,1099,50,0
Mammalia,Carnivora,Herpestidae,,,Herpestidae Family,1093,142,50
Aves,Strigiformes,,,,Owl,1088,103,122
Aves,Passeriformes,Passerellidae,Junco,hyemalis,Dark-eyed Junco,1074,28,5
Mammalia,Rodentia,Echimyidae,,,Spiny Rat Family,1072,107,0
Aves,Passeriformes,Turdidae,Turdus,cardis,Japanese Thrush,1062,0,0
Aves,Struthioniformes,Rheidae,Rhea,americana,Greater Rhea,1058,0,0
Aves,Columbiformes,Columbidae,Turtur,brehmeri,Blue-headed Wood-dove,1054,35,0
Aves,Galliformes,Cracidae,Mitu,tomentosum,Crestless Curassow,1049,45,700
Aves,Anseriformes,Anatidae,Branta,canadensis,Canada Goose,1040,1014,82
Mammalia,Carnivora,Herpestidae,Bdeogale,nigripes,Black-legged Mongoose,1034,62,102
Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Ord's Kangaroo Rat,1031,0,0
Aves,Passeriformes,Formicariidae,Formicarius,colma,Rufous-capped Antthrush,1030,96,5
Aves,Passeriformes,Meliphagidae,Manorina,flavigula,Yellow-throated Miner,1027,0,0
Aves,Columbiformes,Columbidae,Nesoenas,picturata,Malagasy turtle dove,1027,89,0
Aves,Passeriformes,Artamidae,Strepera,versicolor,Grey Currawong,1015,273,68
Aves,Gruiformes,Rallidae,Gallinula,galeata,Common Gallinule,1012,146,0
Aves,Passeriformes,Pellorneidae,Trichastoma,cinereiceps,Ashy-headed Babbler,1009,53,0
Mammalia,Rodentia,Muridae,Pseudomys,hermannsburgensis,Sandy Inland Mouse,1004,41,0
Aves,Columbiformes,Columbidae,Geophaps,plumifera,Spinifex Pigeon,1003,28,0
Mammalia,Artiodactyla,Camelidae,Camelus,dromedarius,Dromedary Camel,983,198,0
Mammalia,Artiodactyla,Cervidae,Rusa,timorensis,Javan Deer,981,2,0
Mammalia,Rodentia,Cricetidae,Neotoma,,Neotoma Species,976,152,32
Reptilia,Squamata,Iguanidae,Iguana,iguana,Common Green Iguana,971,17,1
Aves,Galliformes,Odontophoridae,Oreortyx,pictus,Mountain Quail,965,75,5
Insecta,,,,,Insect,959,37,7
Aves,Columbiformes,Columbidae,Turtur,tympanistria,Tambourine Dove,956,66,0
Mammalia,Scandentia,Tupaiidae,,,Tupaiidae Family,955,97,0
Aves,Coraciiformes,Brachypteraciidae,Geobiastes,squamiger,Scaly Ground-roller,952,91,0
Mammalia,Carnivora,Felidae,Leopardus,,Leopardus Species,948,107,267
Aves,Galliformes,Cracidae,Ortalis,guttata,Speckled Chachalaca,947,11,777
Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant Panda,942,91,0
Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,African Palm Civet,939,47,101
Mammalia,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed Potoroo,939,72,0
Mammalia,Perissodactyla,Tapiridae,Tapirus,,Tapirus Species,937,0,18
Mammalia,Cetartiodactyla,Cervidae,Ozotoceros,bezoarticus,Pampas Deer,935,15,1389
Mammalia,Cingulata,Dasypodidae,,,Armadillo Family,934,203,237
Aves,Passeriformes,Corvidae,Nucifraga,caryocatactes,Nutcracker,933,3,0
Mammalia,Carnivora,Ursidae,Ursus,U. arctos,Grizzly Bear,930,99,0
Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's Kangaroo Rat,926,1,0
Reptilia,Squamata,Varanidae,Varanus,salvator,Common Water Monitor,915,22,0
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,strepsiceros,Greater Kudu,914,564,0
Mammalia,Rodentia,Sciuridae,Tamias,,Tamias Species,910,120,39
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,leucogaster,White-bellied Duiker,906,12,2
Aves,Galliformes,Phasianidae,Crossoptilon,auritum,Blue Eared-pheasant,902,51,0
Aves,Passeriformes,Laniidae,Lanius,ludovicianus,Loggerhead Shrike,899,0,0
Mammalia,Carnivora,Mustelidae,,,Weasel Family,896,62,14
Aves,Charadriiformes,Laridae,Larus,argentatus,Goéland argenté,894,0,0
Aves,Galliformes,Cracidae,Penelope,pileata,White-crested Guan,889,155,0
Aves,Psittaciformes,Psittacidae,Platycercus,elegans,Crimson Rosella,886,62,149
Mammalia,Didelphimorphia,Didelphidae,Didelphis,albiventris,White-eared Opossum,879,56,0
Mammalia,Carnivora,Procyonidae,,,Coati Family,878,164,4
Mammalia,Primates,Cebidae,Sapajus,apella,Margarita Island Capuchin,876,69,302
Mammalia,Pholidota,Manidae,Manis,culionensis,Philippine Pangolin,875,326,15
Mammalia,Rodentia,Sciuridae,Glaucomys,,Glaucomys Species,872,87,0
Mammalia,Cetartiodactyla,Bovidae,Nanger,granti,Grant's Gazelle,871,183,0
Aves,Passeriformes,Corvidae,Corvus,palmarum,Hispaniolan Palm Crow,870,0,0
Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,866,45,37
Mammalia,Artiodactyla,,,,Even-toed ungulate,862,38,40
Mammalia,Carnivora,Viverridae,Genetta,maculata,Large-spotted Genet,856,39,0
Mammalia,Cetartiodactyla,Bovidae,Ovis,,Ovis Species,850,80,0
Mammalia,Cetartiodactyla,Bovidae,Bos,javanicus,Banteng,846,204,0
Mammalia,Rodentia,Sciuridae,Funisciurus,anerythrus,Redness Tree Squirrel,845,46,0
Aves,Passeriformes,Muscicapidae,Erithacus,rubecula,European Robin,842,197,0
Aves,Passeriformes,Pittidae,Hydrornis,soror,Blue-rumped Pitta,842,95,0
Mammalia,Carnivora,Mustelidae,Lutra,lutra,Eurasian Otter,842,34,96
Mammalia,Lagomorpha,Ochotonidae,Ochotona,gloveri,Glover's Pika,834,0,0
Aves,Accipitriformes,Accipitridae,Buteogallus,schistaceus,Slate-colored Hawk,833,43,130
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,,Dasyprocta Species,832,6,1002
Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee,832,13,2
Aves,Struthioniformes,Tinamidae,Crypturellus,soui,Little Tinamou,829,72,21
Mammalia,Carnivora,Canidae,Cuon,alpinus,Dhole,828,175,40
Aves,Galliformes,Phasianidae,Chrysolophus,pictus,Golden Pheasant,826,8,0
Mammalia,Cetartiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,822,8,0
Mammalia,Lagomorpha,Ochotonidae,Ochotona,thibetana,Moupin Pika,822,45,0
Aves,Passeriformes,Grallariidae,Grallaria,squamigera,Undulated Antpitta,820,84,0
Mammalia,Rodentia,Nesomyidae,Nesomys,,Nesomys Species,816,22,0
Mammalia,Rodentia,Sciuridae,Otospermophilus,variegatus,Rock Squirrel,808,12,0
Aves,Struthioniformes,Tinamidae,Crypturellus,undulatus,Undulated Tinamou,805,54,76
Aves,Pelecaniformes,Ardeidae,Cochlearius,cochlearius,Boat-billed Heron,796,0,0
Aves,Galliformes,Phasianidae,Tympanuchus,phasianellus,Sharp-tailed Grouse,795,28,10
Aves,Passeriformes,Muscicapidae,Myophonus,caeruleus,Blue Whistling-thrush,793,46,67
Mammalia,Carnivora,Mustelidae,Mustela,sibirica,Siberian Weasel,789,120,0
Aves,Anseriformes,Anatidae,,,Anatidae Family,787,507,0
Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,Ovenbird,782,70,0
Mammalia,Diprotodontia,Potoroidae,Potorous,,Potorous Species,780,146,0
Mammalia,Rodentia,Sciuridae,Notocitellus,annulatus,Ring-tailed Ground Squirrel,770,3,0
Mammalia,Carnivora,Canidae,Lycalopex,vetulus,Hoary Fox,770,61,0
Mammalia,Primates,Cebidae,Sapajus,macrocephalus,Large-headed Capuchin,767,309,0
Aves,Galliformes,Phasianidae,Lophura,ignita,Faisán Noble,764,36,0
Aves,Passeriformes,Furnariidae,Furnarius,leucopus,Pale-Legged Hornero,763,38,0
Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,blythi,Brush-tailed Mulgara,762,0,0
Aves,Accipitriformes,Accipitridae,Circus,hudsonius,Northern Harrier,760,8,0
Aves,Galliformes,Phasianidae,Dendragapus,fuliginosus,Sooty Grouse,758,0,0
Mammalia,Rodentia,Muridae,Apodemus,,Apodemus Species,755,26,0
Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Giant Otter,755,0,12
Aves,Galliformes,Phasianidae,Lophura,bulweri,Bulwer's Pheasant,753,116,0
Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,751,108,293
Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown Lemur,750,0,0
Aves,Passeriformes,Turdidae,Catharus,guttatus,Hermit Thrush,750,47,0
Reptilia,Squamata,Varanidae,Varanus,panoptes,Yellow-spotted monitor,750,0,0
Mammalia,Rodentia,Heteromyidae,Dipodomys,,Dipodomys Species,743,2,0
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,740,0,0
Mammalia,Carnivora,Felidae,Panthera,uncia,Snow Leopard,735,66,0
Mammalia,Carnivora,Viverridae,Genetta,genetta,Common Genet,733,30,49
Aves,Columbiformes,Columbidae,Aplopelia,larvata,Lemon Dove,730,82,0
Mammalia,Carnivora,Canidae,Chrysocyon,brachyurus,Maned Wolf,728,37,0
Aves,Passeriformes,Turdidae,Turdus,philomelos,Song Thrush,726,25,0
Mammalia,Cetartiodactyla,,,,Cetartiodactyla Order,720,39,34
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Mexican Flying Squirrel,714,69,24
Mammalia,Cetartiodactyla,Suidae,Sus,,Sus Species,712,29,0
Aves,Galliformes,Phasianidae,Pavo,cristatus,Indian Peafowl,708,41,0
Aves,Passeriformes,Ptilonorhynchidae,Ailuroedus,crassirostris,Green Catbird,702,116,24
Mammalia,Carnivora,Viverridae,Diplogale,hosei,Hose's Civet,690,62,0
Aves,Galliformes,Phasianidae,Falcipennis,canadensis,Spruce Grouse,690,43,4
Mammalia,Pholidota,Manidae,Manis,javanica,Sunda Pangolin,679,48,66
Mammalia,Cetartiodactyla,Cervidae,Mazama,chunyi,Peruvian Dwarf Brocket,669,22,0
Aves,Struthioniformes,Tinamidae,Crypturellus,bartletti,Bartlett's Tinamou,663,18,0
Mammalia,Didelphimorphia,Didelphidae,Didelphis,,Didelphis Species,656,87,319
Aves,Charadriiformes,Laridae,Larus,fuscus,Lesser Black-backed Gull,648,0,0
Mammalia,Rodentia,Echimyidae,Proechimys,guyannensis,Cayenne Spiny Rat,645,54,0
